name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
nederland,2025-05-04T01:00:00,62,62,53,72.38,0,0,,0,0,13.2,6.9,10,1013.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T02:00:00,62.9,62.9,51.2,65.57,0,0,,0,0,14.5,9.1,20,1013.7,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T03:00:00,61.1,61.1,51.2,70.01,0,0,,0,0,14.3,8,30,1013.2,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T04:00:00,59,59,51.2,75.22,0,0,,0,0,13,6.9,10,1013.5,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T05:00:00,57.9,57.9,52.1,81.11,0,0,,0,0,11.4,4.7,360,1013.8,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T06:00:00,56.9,56.9,52.1,83.83,0,0,,0,0,10.1,5.8,20,1013.8,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T07:00:00,56.9,56.9,52.1,83.83,0,0,,0,0,9.2,0,291,1014.5,0,9.9,18,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T08:00:00,62,62,53.1,72.46,0,0,,0,0,11.9,6.9,30,1014.7,0,9.9,36,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T09:00:00,66.9,66.9,53.1,61.21,0,0,,0,0,13.6,6.9,60,1015.1,0,9.9,48,0.2,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T10:00:00,71.9,71.9,52.1,49.65,0,0,,0,0,14.3,8,70,1015.2,0,9.9,677,2.4,7,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T11:00:00,74.9,74.9,52,44.79,0,0,,0,0,14.5,8,70,1015.5,0,9.9,844,3,8,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T12:00:00,75.8,75.8,47.9,37.33,0,0,,0,0,13.9,6.9,60,1015,0,9.9,895,3.2,9,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T13:00:00,77,77,51.1,40.37,0,0,,0,0,12.3,4.7,618,1014.4,0,9.9,961,3.5,10,,Clear,clear-day,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-04T14:00:00,78.2,78.2,48.8,35.64,0,0,,0,0,19.7,5.8,10,1013.8,0,9.9,981,3.5,10,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T15:00:00,79.1,79.1,48.7,34.53,0,0,,0,0,11.4,6.9,70,1013,0,9.9,899,3.2,9,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T16:00:00,79.1,79.1,49.9,36.12,0,0,,0,0,10.5,8,109,1012.4,0,9.9,754,2.7,8,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T17:00:00,79.1,79.1,49.9,36.12,0,0,,0,0,9.6,0,289,1011.8,0,9.9,68,0.2,1,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T18:00:00,79.1,79.1,48.7,34.55,0,0,,0,0,8.5,4.7,40,1011.4,0.6,9.9,45,0.2,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T19:00:00,78.1,78.1,50,37.32,0,0,,0,0,6.7,3.3,40,1011.4,0,9.9,23,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T20:00:00,69.1,69.1,56,63.02,0,0,,0,0,6.3,4.6,159,1011.6,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T21:00:00,66.8,66.8,56,68.28,0,0,,0,0,7.2,0,291,1011.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T22:00:00,65.9,65.9,57.8,75.18,0,0,,0,0,7.2,0,291,1012.2,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T23:00:00,65,65,57.8,77.59,0,0,,0,0,6.3,0,291,1012.8,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
