time,area,actual_total_load_mw,total_load_forecast_mw
26/04/2025 12:15 - 26/04/2025 12:30,BZN|NL,10947.61,4731.96
26/04/2025 12:30 - 26/04/2025 12:45,BZN|NL,10972.34,4657.45
26/04/2025 12:45 - 26/04/2025 13:00,BZN|NL,10817.22,4641.21
26/04/2025 13:00 - 26/04/2025 13:15,BZN|NL,10871.01,4612.38
26/04/2025 13:15 - 26/04/2025 13:30,BZN|NL,10773.1,4533.84
26/04/2025 13:30 - 26/04/2025 13:45,BZN|NL,10720.76,4536.74
26/04/2025 13:45 - 26/04/2025 14:00,BZN|NL,10681.97,4649.01
26/04/2025 14:00 - 26/04/2025 14:15,BZN|NL,10594.4,4623.27
26/04/2025 14:15 - 26/04/2025 14:30,BZN|NL,10589.32,4712.16
26/04/2025 14:30 - 26/04/2025 14:45,BZN|NL,10500.94,4723.7
26/04/2025 14:45 - 26/04/2025 15:00,BZN|NL,10457.2,4813.24
26/04/2025 15:00 - 26/04/2025 15:15,BZN|NL,10433.56,4724.01
26/04/2025 15:15 - 26/04/2025 15:30,BZN|NL,10302.65,4716.3
26/04/2025 15:30 - 26/04/2025 15:45,BZN|NL,10247.41,4705.51
26/04/2025 15:45 - 26/04/2025 16:00,BZN|NL,10203.05,4807.26
26/04/2025 16:00 - 26/04/2025 16:15,BZN|NL,10326.4,4914.39
26/04/2025 16:15 - 26/04/2025 16:30,BZN|NL,10384.02,5262.06
26/04/2025 16:30 - 26/04/2025 16:45,BZN|NL,10358.48,5613.9
26/04/2025 16:45 - 26/04/2025 17:00,BZN|NL,10468.25,5945.01
26/04/2025 17:00 - 26/04/2025 17:15,BZN|NL,10686.78,6287.79
26/04/2025 17:15 - 26/04/2025 17:30,BZN|NL,10824.6,6807.22
26/04/2025 17:30 - 26/04/2025 17:45,BZN|NL,10892.21,7285.66
26/04/2025 17:45 - 26/04/2025 18:00,BZN|NL,10988.92,7722.66
26/04/2025 18:00 - 26/04/2025 18:15,BZN|NL,11047.68,8007.71
26/04/2025 18:15 - 26/04/2025 18:30,BZN|NL,11022.06,8415
26/04/2025 18:30 - 26/04/2025 18:45,BZN|NL,11035.43,8742.2
26/04/2025 18:45 - 26/04/2025 19:00,BZN|NL,11128.58,9074.14
26/04/2025 19:00 - 26/04/2025 19:15,BZN|NL,11230.16,9194.44
26/04/2025 19:15 - 26/04/2025 19:30,BZN|NL,11247.39,9625.66
26/04/2025 19:30 - 26/04/2025 19:45,BZN|NL,11286.81,9934.97
26/04/2025 19:45 - 26/04/2025 20:00,BZN|NL,11462.3,10154.43
26/04/2025 20:00 - 26/04/2025 20:15,BZN|NL,11592.55,10412.41
26/04/2025 20:15 - 26/04/2025 20:30,BZN|NL,11759.65,10565.35
26/04/2025 20:30 - 26/04/2025 20:45,BZN|NL,11937.47,10682.38
26/04/2025 20:45 - 26/04/2025 21:00,BZN|NL,12078.8,10768.21
26/04/2025 21:00 - 26/04/2025 21:15,BZN|NL,12176.71,10788.53
26/04/2025 21:15 - 26/04/2025 21:30,BZN|NL,12244.06,10801.38
26/04/2025 21:30 - 26/04/2025 21:45,BZN|NL,12237.69,10824.51
26/04/2025 21:45 - 26/04/2025 22:00,BZN|NL,12229.36,10765.79
26/04/2025 22:00 - 26/04/2025 22:15,BZN|NL,11996.35,10655.37
26/04/2025 22:15 - 26/04/2025 22:30,BZN|NL,11808.03,10566.71
26/04/2025 22:30 - 26/04/2025 22:45,BZN|NL,11732.15,10458.65
26/04/2025 22:45 - 26/04/2025 23:00,BZN|NL,11598.53,10331.27
26/04/2025 23:00 - 26/04/2025 23:15,BZN|NL,11455.95,10220.21
26/04/2025 23:15 - 26/04/2025 23:30,BZN|NL,11352.17,10167.2
26/04/2025 23:30 - 26/04/2025 23:45,BZN|NL,11157.4,10083.42
26/04/2025 23:45 - 27/04/2025 00:00,BZN|NL,11074.97,9968.67
27/04/2025 00:00 - 27/04/2025 00:15,BZN|NL,10930.35,9939.02
27/04/2025 00:15 - 27/04/2025 00:30,BZN|NL,10813.2,9918.74
27/04/2025 00:30 - 27/04/2025 00:45,BZN|NL,10696.82,9881.76
27/04/2025 00:45 - 27/04/2025 01:00,BZN|NL,10629.98,9795.92
27/04/2025 01:00 - 27/04/2025 01:15,BZN|NL,10490.85,9776.9
27/04/2025 01:15 - 27/04/2025 01:30,BZN|NL,10357.17,9769.86
27/04/2025 01:30 - 27/04/2025 01:45,BZN|NL,10278.99,9685.99
27/04/2025 01:45 - 27/04/2025 02:00,BZN|NL,10169.78,9574.97
27/04/2025 02:00 - 27/04/2025 02:15,BZN|NL,10136.86,9504.35
27/04/2025 02:15 - 27/04/2025 02:30,BZN|NL,10022.99,9488.32
27/04/2025 02:30 - 27/04/2025 02:45,BZN|NL,9924.47,9456.12
27/04/2025 02:45 - 27/04/2025 03:00,BZN|NL,9894.46,9438.73
27/04/2025 03:00 - 27/04/2025 03:15,BZN|NL,9894.33,9436.49
27/04/2025 03:15 - 27/04/2025 03:30,BZN|NL,9824.05,9422.04
27/04/2025 03:30 - 27/04/2025 03:45,BZN|NL,9786.36,9386.19
27/04/2025 03:45 - 27/04/2025 04:00,BZN|NL,9811.82,9377.18
27/04/2025 04:00 - 27/04/2025 04:15,BZN|NL,9939.46,9370.77
27/04/2025 04:15 - 27/04/2025 04:30,BZN|NL,9943.19,9446.99
27/04/2025 04:30 - 27/04/2025 04:45,BZN|NL,9902.91,9471.08
27/04/2025 04:45 - 27/04/2025 05:00,BZN|NL,9890.01,9451.64
27/04/2025 05:00 - 27/04/2025 05:15,BZN|NL,9919.13,9464.6
27/04/2025 05:15 - 27/04/2025 05:30,BZN|NL,9943.28,9511.43
27/04/2025 05:30 - 27/04/2025 05:45,BZN|NL,9984.22,9540.13
27/04/2025 05:45 - 27/04/2025 06:00,BZN|NL,10009.23,9541.29
27/04/2025 06:00 - 27/04/2025 06:15,BZN|NL,10032.33,9536.6
27/04/2025 06:15 - 27/04/2025 06:30,BZN|NL,9993.32,9584.1
27/04/2025 06:30 - 27/04/2025 06:45,BZN|NL,9894.15,9582.43
27/04/2025 06:45 - 27/04/2025 07:00,BZN|NL,9806.99,9582.22
27/04/2025 07:00 - 27/04/2025 07:15,BZN|NL,9798.79,9552.5
27/04/2025 07:15 - 27/04/2025 07:30,BZN|NL,9793.27,9538.55
27/04/2025 07:30 - 27/04/2025 07:45,BZN|NL,9836.9,9445.56
27/04/2025 07:45 - 27/04/2025 08:00,BZN|NL,9905.28,9403.26
27/04/2025 08:00 - 27/04/2025 08:15,BZN|NL,9878.17,9267.22
27/04/2025 08:15 - 27/04/2025 08:30,BZN|NL,9877.08,9100.39
27/04/2025 08:30 - 27/04/2025 08:45,BZN|NL,9929.39,8942.22
27/04/2025 08:45 - 27/04/2025 09:00,BZN|NL,10106.84,8759.24
27/04/2025 09:00 - 27/04/2025 09:15,BZN|NL,10024.21,8832.37
27/04/2025 09:15 - 27/04/2025 09:30,BZN|NL,10037.03,8658.39
27/04/2025 09:30 - 27/04/2025 09:45,BZN|NL,10157.47,8464.05
27/04/2025 09:45 - 27/04/2025 10:00,BZN|NL,10394.27,8391.69
27/04/2025 10:00 - 27/04/2025 10:15,BZN|NL,10281.05,8218
27/04/2025 10:15 - 27/04/2025 10:30,BZN|NL,10258.2,7909.1
27/04/2025 10:30 - 27/04/2025 10:45,BZN|NL,10331.13,7636.51
27/04/2025 10:45 - 27/04/2025 11:00,BZN|NL,10396.31,7556.41
27/04/2025 11:00 - 27/04/2025 11:15,BZN|NL,10471.06,7304.95
27/04/2025 11:15 - 27/04/2025 11:30,BZN|NL,10482.61,6943.01
27/04/2025 11:30 - 27/04/2025 11:45,BZN|NL,10547.33,6772.66
27/04/2025 11:45 - 27/04/2025 12:00,BZN|NL,10674.05,6637.29
27/04/2025 12:00 - 27/04/2025 12:15,BZN|NL,10895.79,6563.99
27/04/2025 12:15 - 27/04/2025 12:30,BZN|NL,10815.56,6485.04
27/04/2025 12:30 - 27/04/2025 12:45,BZN|NL,10849.98,6326.01
27/04/2025 12:45 - 27/04/2025 13:00,BZN|NL,10877.38,6230.34
27/04/2025 13:00 - 27/04/2025 13:15,BZN|NL,11063.26,6210.57
27/04/2025 13:15 - 27/04/2025 13:30,BZN|NL,11079.76,6231.51
27/04/2025 13:30 - 27/04/2025 13:45,BZN|NL,11078.94,6219.27
27/04/2025 13:45 - 27/04/2025 14:00,BZN|NL,11016.98,6100.06
27/04/2025 14:00 - 27/04/2025 14:15,BZN|NL,10816.59,6011.43
27/04/2025 14:15 - 27/04/2025 14:30,BZN|NL,10785.93,5925.43
27/04/2025 14:30 - 27/04/2025 14:45,BZN|NL,10748.88,5897.02
27/04/2025 14:45 - 27/04/2025 15:00,BZN|NL,10721.13,5885.66
27/04/2025 15:00 - 27/04/2025 15:15,BZN|NL,10488.07,5960.67
27/04/2025 15:15 - 27/04/2025 15:30,BZN|NL,10430.51,6033.69
27/04/2025 15:30 - 27/04/2025 15:45,BZN|NL,10392.59,6017.18
27/04/2025 15:45 - 27/04/2025 16:00,BZN|NL,10368.83,5979.17
27/04/2025 16:00 - 27/04/2025 16:15,BZN|NL,10469.58,6035.03
27/04/2025 16:15 - 27/04/2025 16:30,BZN|NL,10622.33,6308.67
27/04/2025 16:30 - 27/04/2025 16:45,BZN|NL,10586.55,6531.07
27/04/2025 16:45 - 27/04/2025 17:00,BZN|NL,10633.2,6832.16
27/04/2025 17:00 - 27/04/2025 17:15,BZN|NL,10867.41,7248.46
27/04/2025 17:15 - 27/04/2025 17:30,BZN|NL,11102.75,7720.52
27/04/2025 17:30 - 27/04/2025 17:45,BZN|NL,11078.13,8170.24
27/04/2025 17:45 - 27/04/2025 18:00,BZN|NL,11188.49,8595.15
27/04/2025 18:00 - 27/04/2025 18:15,BZN|NL,11230.75,8663.93
27/04/2025 18:15 - 27/04/2025 18:30,BZN|NL,11303.3,9099.43
27/04/2025 18:30 - 27/04/2025 18:45,BZN|NL,11256.2,9543.11
27/04/2025 18:45 - 27/04/2025 19:00,BZN|NL,11326.55,9867.74
27/04/2025 19:00 - 27/04/2025 19:15,BZN|NL,11449.43,10094.07
27/04/2025 19:15 - 27/04/2025 19:30,BZN|NL,11477.2,10367.63
27/04/2025 19:30 - 27/04/2025 19:45,BZN|NL,11548.38,10590.04
27/04/2025 19:45 - 27/04/2025 20:00,BZN|NL,11735.42,10826.19
27/04/2025 20:00 - 27/04/2025 20:15,BZN|NL,11869.28,11020.07
27/04/2025 20:15 - 27/04/2025 20:30,BZN|NL,12045.03,11239.16
27/04/2025 20:30 - 27/04/2025 20:45,BZN|NL,12211.88,11418.04
27/04/2025 20:45 - 27/04/2025 21:00,BZN|NL,12300.41,11449.48
27/04/2025 21:00 - 27/04/2025 21:15,BZN|NL,12365.99,11486.03
27/04/2025 21:15 - 27/04/2025 21:30,BZN|NL,12460.82,11462.19
27/04/2025 21:30 - 27/04/2025 21:45,BZN|NL,12422.95,11379.77
27/04/2025 21:45 - 27/04/2025 22:00,BZN|NL,12353.62,11300.24
27/04/2025 22:00 - 27/04/2025 22:15,BZN|NL,12207.72,11231.1
27/04/2025 22:15 - 27/04/2025 22:30,BZN|NL,12012.78,11191.23
27/04/2025 22:30 - 27/04/2025 22:45,BZN|NL,11856.87,11124.38
27/04/2025 22:45 - 27/04/2025 23:00,BZN|NL,11662.74,10983.67
27/04/2025 23:00 - 27/04/2025 23:15,BZN|NL,11561.91,10797.9
27/04/2025 23:15 - 27/04/2025 23:30,BZN|NL,11331.88,10704.68
27/04/2025 23:30 - 27/04/2025 23:45,BZN|NL,11194.94,10592.58
27/04/2025 23:45 - 28/04/2025 00:00,BZN|NL,10992.75,10440.97
28/04/2025 00:00 - 28/04/2025 00:15,BZN|NL,10850.44,10343.49
28/04/2025 00:15 - 28/04/2025 00:30,BZN|NL,10736.24,10334.63
28/04/2025 00:30 - 28/04/2025 00:45,BZN|NL,10610.98,10241.9
28/04/2025 00:45 - 28/04/2025 01:00,BZN|NL,10554.1,10160.37
28/04/2025 01:00 - 28/04/2025 01:15,BZN|NL,10407.9,10076.97
28/04/2025 01:15 - 28/04/2025 01:30,BZN|NL,10314.96,10065.93
28/04/2025 01:30 - 28/04/2025 01:45,BZN|NL,10223.32,9972.83
28/04/2025 01:45 - 28/04/2025 02:00,BZN|NL,10168.41,9877.93
28/04/2025 02:00 - 28/04/2025 02:15,BZN|NL,10167.91,9819.69
28/04/2025 02:15 - 28/04/2025 02:30,BZN|NL,10111.91,9766.84
28/04/2025 02:30 - 28/04/2025 02:45,BZN|NL,10130.45,9688.38
28/04/2025 02:45 - 28/04/2025 03:00,BZN|NL,10102.36,9686.5
28/04/2025 03:00 - 28/04/2025 03:15,BZN|NL,10122.68,9711.24
28/04/2025 03:15 - 28/04/2025 03:30,BZN|NL,10115.23,9725.28
28/04/2025 03:30 - 28/04/2025 03:45,BZN|NL,10110.95,9722.86
28/04/2025 03:45 - 28/04/2025 04:00,BZN|NL,10130.46,9712.8
28/04/2025 04:00 - 28/04/2025 04:15,BZN|NL,10177.7,9746.07
28/04/2025 04:15 - 28/04/2025 04:30,BZN|NL,10224.63,9817.93
28/04/2025 04:30 - 28/04/2025 04:45,BZN|NL,10235.09,9869.44
28/04/2025 04:45 - 28/04/2025 05:00,BZN|NL,10272.1,9930.86
28/04/2025 05:00 - 28/04/2025 05:15,BZN|NL,10395.58,10013.13
28/04/2025 05:15 - 28/04/2025 05:30,BZN|NL,10470.68,10137.39
28/04/2025 05:30 - 28/04/2025 05:45,BZN|NL,10639.62,10265.13
28/04/2025 05:45 - 28/04/2025 06:00,BZN|NL,10869.04,10380.32
28/04/2025 06:00 - 28/04/2025 06:15,BZN|NL,11246.73,10538.6
28/04/2025 06:15 - 28/04/2025 06:30,BZN|NL,11335.98,10747.17
28/04/2025 06:30 - 28/04/2025 06:45,BZN|NL,11498.97,10921.11
28/04/2025 06:45 - 28/04/2025 07:00,BZN|NL,11671.93,11125.36
28/04/2025 07:00 - 28/04/2025 07:15,BZN|NL,11921.61,11284.87
28/04/2025 07:15 - 28/04/2025 07:30,BZN|NL,12212.73,11437.29
28/04/2025 07:30 - 28/04/2025 07:45,BZN|NL,12398.53,11546.51
28/04/2025 07:45 - 28/04/2025 08:00,BZN|NL,12669.48,11636.33
28/04/2025 08:00 - 28/04/2025 08:15,BZN|NL,12633.46,11711.67
28/04/2025 08:15 - 28/04/2025 08:30,BZN|NL,12707.07,11690.96
28/04/2025 08:30 - 28/04/2025 08:45,BZN|NL,12772.88,11610.5
28/04/2025 08:45 - 28/04/2025 09:00,BZN|NL,12791.21,11540.77
28/04/2025 09:00 - 28/04/2025 09:15,BZN|NL,12804.93,11372.15
28/04/2025 09:15 - 28/04/2025 09:30,BZN|NL,12683.21,11029.49
28/04/2025 09:30 - 28/04/2025 09:45,BZN|NL,12675.27,10729.28
28/04/2025 09:45 - 28/04/2025 10:00,BZN|NL,12797.15,10366.44
28/04/2025 10:00 - 28/04/2025 10:15,BZN|NL,12634.21,9926.77
28/04/2025 10:15 - 28/04/2025 10:30,BZN|NL,12638.07,9633.43
28/04/2025 10:30 - 28/04/2025 10:45,BZN|NL,12830.18,9449.73
28/04/2025 10:45 - 28/04/2025 11:00,BZN|NL,12899.58,9289.99
28/04/2025 11:00 - 28/04/2025 11:15,BZN|NL,12666.39,8997.96
28/04/2025 11:15 - 28/04/2025 11:30,BZN|NL,12615.53,8664.97
28/04/2025 11:30 - 28/04/2025 11:45,BZN|NL,12623.37,8520.07
28/04/2025 11:45 - 28/04/2025 12:00,BZN|NL,12693.26,8437.16
28/04/2025 12:00 - 28/04/2025 12:15,BZN|NL,12605.61,8348.85
28/04/2025 12:15 - 28/04/2025 12:30,BZN|NL,12562.19,8256
28/04/2025 12:30 - 28/04/2025 12:45,BZN|NL,12567.09,8214.16
28/04/2025 12:45 - 28/04/2025 13:00,BZN|NL,12605.74,8120.72
28/04/2025 13:00 - 28/04/2025 13:15,BZN|NL,12651.07,8049.19
28/04/2025 13:15 - 28/04/2025 13:30,BZN|NL,12787.77,8047.9
28/04/2025 13:30 - 28/04/2025 13:45,BZN|NL,12749.55,8044.11
28/04/2025 13:45 - 28/04/2025 14:00,BZN|NL,12784.94,8082.63
28/04/2025 14:00 - 28/04/2025 14:15,BZN|NL,12554.95,8135.96
28/04/2025 14:15 - 28/04/2025 14:30,BZN|NL,12549.23,8198.32
28/04/2025 14:30 - 28/04/2025 14:45,BZN|NL,12574.11,8211.79
28/04/2025 14:45 - 28/04/2025 15:00,BZN|NL,12492.38,8248.37
28/04/2025 15:00 - 28/04/2025 15:15,BZN|NL,12482.87,8200.65
28/04/2025 15:15 - 28/04/2025 15:30,BZN|NL,12502.36,8316.21
28/04/2025 15:30 - 28/04/2025 15:45,BZN|NL,12407.04,8527.73
28/04/2025 15:45 - 28/04/2025 16:00,BZN|NL,12412.13,8685.65
28/04/2025 16:00 - 28/04/2025 16:15,BZN|NL,12447.73,8820.67
28/04/2025 16:15 - 28/04/2025 16:30,BZN|NL,12434.32,9047.01
28/04/2025 16:30 - 28/04/2025 16:45,BZN|NL,12396.12,9277.6
28/04/2025 16:45 - 28/04/2025 17:00,BZN|NL,12485.28,9587.25
28/04/2025 17:00 - 28/04/2025 17:15,BZN|NL,12657.87,9923.1
28/04/2025 17:15 - 28/04/2025 17:30,BZN|NL,12817.54,10346.96
28/04/2025 17:30 - 28/04/2025 17:45,BZN|NL,12947.86,10738.71
28/04/2025 17:45 - 28/04/2025 18:00,BZN|NL,13013.84,11095.05
28/04/2025 18:00 - 28/04/2025 18:15,BZN|NL,13016.26,11338.81
28/04/2025 18:15 - 28/04/2025 18:30,BZN|NL,12909.6,11498.23
28/04/2025 18:30 - 28/04/2025 18:45,BZN|NL,12897.49,11693.01
28/04/2025 18:45 - 28/04/2025 19:00,BZN|NL,12894.66,11807.05
28/04/2025 19:00 - 28/04/2025 19:15,BZN|NL,12934.6,11855.75
28/04/2025 19:15 - 28/04/2025 19:30,BZN|NL,12950.39,12022.15
28/04/2025 19:30 - 28/04/2025 19:45,BZN|NL,12985.23,12265.92
28/04/2025 19:45 - 28/04/2025 20:00,BZN|NL,13084.18,12441.81
28/04/2025 20:00 - 28/04/2025 20:15,BZN|NL,13157.03,12659.77
28/04/2025 20:15 - 28/04/2025 20:30,BZN|NL,13253.76,12820.44
28/04/2025 20:30 - 28/04/2025 20:45,BZN|NL,13371.52,12962.31
28/04/2025 20:45 - 28/04/2025 21:00,BZN|NL,13436.49,13009.48
28/04/2025 21:00 - 28/04/2025 21:15,BZN|NL,13553.13,13003.78
28/04/2025 21:15 - 28/04/2025 21:30,BZN|NL,13659.88,12897.85
28/04/2025 21:30 - 28/04/2025 21:45,BZN|NL,13652.09,12786.58
28/04/2025 21:45 - 28/04/2025 22:00,BZN|NL,13570.19,12674.55
28/04/2025 22:00 - 28/04/2025 22:15,BZN|NL,13234.76,12472.71
28/04/2025 22:15 - 28/04/2025 22:30,BZN|NL,13085.26,12367.3
28/04/2025 22:30 - 28/04/2025 22:45,BZN|NL,12796.47,12194.66
28/04/2025 22:45 - 28/04/2025 23:00,BZN|NL,12597.67,11992.01
28/04/2025 23:00 - 28/04/2025 23:15,BZN|NL,12451.43,11849.87
28/04/2025 23:15 - 28/04/2025 23:30,BZN|NL,12202.39,11689.8
28/04/2025 23:30 - 28/04/2025 23:45,BZN|NL,11997.93,11573.91
28/04/2025 23:45 - 29/04/2025 00:00,BZN|NL,11754.71,11515.45
29/04/2025 00:00 - 29/04/2025 00:15,BZN|NL,11486.08,11371.64
29/04/2025 00:15 - 29/04/2025 00:30,BZN|NL,11335.63,11384.41
29/04/2025 00:30 - 29/04/2025 00:45,BZN|NL,11190.2,11263.2
29/04/2025 00:45 - 29/04/2025 01:00,BZN|NL,11064.99,11089.62
29/04/2025 01:00 - 29/04/2025 01:15,BZN|NL,10970.05,10948.35
29/04/2025 01:15 - 29/04/2025 01:30,BZN|NL,10791.11,10897.69
29/04/2025 01:30 - 29/04/2025 01:45,BZN|NL,10682.6,10833.13
29/04/2025 01:45 - 29/04/2025 02:00,BZN|NL,10636.23,10745.6
29/04/2025 02:00 - 29/04/2025 02:15,BZN|NL,10579.61,10691.33
29/04/2025 02:15 - 29/04/2025 02:30,BZN|NL,10529.2,10673.67
29/04/2025 02:30 - 29/04/2025 02:45,BZN|NL,10429.99,10628.76
29/04/2025 02:45 - 29/04/2025 03:00,BZN|NL,10403.59,10549.63
29/04/2025 03:00 - 29/04/2025 03:15,BZN|NL,10374.19,10501.84
29/04/2025 03:15 - 29/04/2025 03:30,BZN|NL,10321.46,10449.39
29/04/2025 03:30 - 29/04/2025 03:45,BZN|NL,10335.65,10460.38
29/04/2025 03:45 - 29/04/2025 04:00,BZN|NL,10286.28,10447.67
29/04/2025 04:00 - 29/04/2025 04:15,BZN|NL,10341.37,10436.38
29/04/2025 04:15 - 29/04/2025 04:30,BZN|NL,10362.38,10473.19
29/04/2025 04:30 - 29/04/2025 04:45,BZN|NL,10372.92,10524.77
29/04/2025 04:45 - 29/04/2025 05:00,BZN|NL,10400.22,10608.1
29/04/2025 05:00 - 29/04/2025 05:15,BZN|NL,10545.62,10684.8
29/04/2025 05:15 - 29/04/2025 05:30,BZN|NL,10719.41,10761.48
29/04/2025 05:30 - 29/04/2025 05:45,BZN|NL,10847.63,10928.99
29/04/2025 05:45 - 29/04/2025 06:00,BZN|NL,10934.91,11056.08
29/04/2025 06:00 - 29/04/2025 06:15,BZN|NL,11342.25,11207.76
29/04/2025 06:15 - 29/04/2025 06:30,BZN|NL,11416.72,11425.18
29/04/2025 06:30 - 29/04/2025 06:45,BZN|NL,11621.72,11608.41
29/04/2025 06:45 - 29/04/2025 07:00,BZN|NL,11791.55,11820.42
29/04/2025 07:00 - 29/04/2025 07:15,BZN|NL,12053.89,11903.62
29/04/2025 07:15 - 29/04/2025 07:30,BZN|NL,12166.94,12066.23
29/04/2025 07:30 - 29/04/2025 07:45,BZN|NL,12362.01,12199.5
29/04/2025 07:45 - 29/04/2025 08:00,BZN|NL,12504.53,12295.52
29/04/2025 08:00 - 29/04/2025 08:15,BZN|NL,12735.08,12277.8
29/04/2025 08:15 - 29/04/2025 08:30,BZN|NL,12636.2,12176.89
29/04/2025 08:30 - 29/04/2025 08:45,BZN|NL,12672.44,12010.92
29/04/2025 08:45 - 29/04/2025 09:00,BZN|NL,12745.11,11837.08
29/04/2025 09:00 - 29/04/2025 09:15,BZN|NL,12717.56,11615.67
29/04/2025 09:15 - 29/04/2025 09:30,BZN|NL,12697.51,11482.17
29/04/2025 09:30 - 29/04/2025 09:45,BZN|NL,12634.61,11138.87
29/04/2025 09:45 - 29/04/2025 10:00,BZN|NL,12676.27,10837.03
29/04/2025 10:00 - 29/04/2025 10:15,BZN|NL,12668.85,10425.58
29/04/2025 10:15 - 29/04/2025 10:30,BZN|NL,12755.14,10152.14
29/04/2025 10:30 - 29/04/2025 10:45,BZN|NL,12745,9951.38
29/04/2025 10:45 - 29/04/2025 11:00,BZN|NL,12910.83,9643.24
29/04/2025 11:00 - 29/04/2025 11:15,BZN|NL,12846.96,9372.79
29/04/2025 11:15 - 29/04/2025 11:30,BZN|NL,12904.26,9167.34
29/04/2025 11:30 - 29/04/2025 11:45,BZN|NL,12878.25,9007.48
29/04/2025 11:45 - 29/04/2025 12:00,BZN|NL,12830,8870.04
29/04/2025 12:00 - 29/04/2025 12:15,BZN|NL,12624.08,8746.23
29/04/2025 12:15 - 29/04/2025 12:30,BZN|NL,12572.35,8545.99
29/04/2025 12:30 - 29/04/2025 12:45,BZN|NL,12539.49,8343.67
29/04/2025 12:45 - 29/04/2025 13:00,BZN|NL,12550.55,8262.23
29/04/2025 13:00 - 29/04/2025 13:15,BZN|NL,12551.73,8343.89
29/04/2025 13:15 - 29/04/2025 13:30,BZN|NL,12580.06,8398.35
29/04/2025 13:30 - 29/04/2025 13:45,BZN|NL,12588,8304.74
29/04/2025 13:45 - 29/04/2025 14:00,BZN|NL,12642.42,8439.37
29/04/2025 14:00 - 29/04/2025 14:15,BZN|NL,12635.51,8474.11
29/04/2025 14:15 - 29/04/2025 14:30,BZN|NL,12622.11,8490.33
29/04/2025 14:30 - 29/04/2025 14:45,BZN|NL,12541.25,8452.42
29/04/2025 14:45 - 29/04/2025 15:00,BZN|NL,12477.9,8433.01
29/04/2025 15:00 - 29/04/2025 15:15,BZN|NL,12534.32,8550.8
29/04/2025 15:15 - 29/04/2025 15:30,BZN|NL,12564.12,8761.84
29/04/2025 15:30 - 29/04/2025 15:45,BZN|NL,12489.35,8971.74
29/04/2025 15:45 - 29/04/2025 16:00,BZN|NL,12486.67,9129.05
29/04/2025 16:00 - 29/04/2025 16:15,BZN|NL,12530.75,9406.88
29/04/2025 16:15 - 29/04/2025 16:30,BZN|NL,12536.11,9651.07
29/04/2025 16:30 - 29/04/2025 16:45,BZN|NL,12534.08,9908.37
29/04/2025 16:45 - 29/04/2025 17:00,BZN|NL,12641.83,10299.4
29/04/2025 17:00 - 29/04/2025 17:15,BZN|NL,12727.9,10697.42
29/04/2025 17:15 - 29/04/2025 17:30,BZN|NL,12879.5,10905.77
29/04/2025 17:30 - 29/04/2025 17:45,BZN|NL,12976.12,11281.31
29/04/2025 17:45 - 29/04/2025 18:00,BZN|NL,13026.94,11642.66
29/04/2025 18:00 - 29/04/2025 18:15,BZN|NL,12976.54,11930.08
29/04/2025 18:15 - 29/04/2025 18:30,BZN|NL,12906.88,12081.45
29/04/2025 18:30 - 29/04/2025 18:45,BZN|NL,12874.01,12251.94
29/04/2025 18:45 - 29/04/2025 19:00,BZN|NL,12965.11,12391.83
29/04/2025 19:00 - 29/04/2025 19:15,BZN|NL,12980.44,12453.6
29/04/2025 19:15 - 29/04/2025 19:30,BZN|NL,13051.94,12542.21
29/04/2025 19:30 - 29/04/2025 19:45,BZN|NL,13120.24,12717.38
29/04/2025 19:45 - 29/04/2025 20:00,BZN|NL,13216.44,12858.85
29/04/2025 20:00 - 29/04/2025 20:15,BZN|NL,13262.96,13020.46
29/04/2025 20:15 - 29/04/2025 20:30,BZN|NL,13376.97,13151.25
29/04/2025 20:30 - 29/04/2025 20:45,BZN|NL,13488.13,13206.42
29/04/2025 20:45 - 29/04/2025 21:00,BZN|NL,13583.19,13229.38
29/04/2025 21:00 - 29/04/2025 21:15,BZN|NL,13670.33,13232.18
29/04/2025 21:15 - 29/04/2025 21:30,BZN|NL,13714.55,13152.93
29/04/2025 21:30 - 29/04/2025 21:45,BZN|NL,13622.35,13022
29/04/2025 21:45 - 29/04/2025 22:00,BZN|NL,13524.79,12966.7
29/04/2025 22:00 - 29/04/2025 22:15,BZN|NL,13455.47,12885.32
29/04/2025 22:15 - 29/04/2025 22:30,BZN|NL,13225.52,12867.21
29/04/2025 22:30 - 29/04/2025 22:45,BZN|NL,12991.86,12681.8
29/04/2025 22:45 - 29/04/2025 23:00,BZN|NL,12846.82,12483.57
29/04/2025 23:00 - 29/04/2025 23:15,BZN|NL,12571.59,12318.68
29/04/2025 23:15 - 29/04/2025 23:30,BZN|NL,12323.91,12247.95
29/04/2025 23:30 - 29/04/2025 23:45,BZN|NL,12095.39,12160.79
29/04/2025 23:45 - 30/04/2025 00:00,BZN|NL,11929,12020.81
30/04/2025 00:00 - 30/04/2025 00:15,BZN|NL,11759.51,11851.36
30/04/2025 00:15 - 30/04/2025 00:30,BZN|NL,11520.5,11772.45
30/04/2025 00:30 - 30/04/2025 00:45,BZN|NL,11349.23,11633.46
30/04/2025 00:45 - 30/04/2025 01:00,BZN|NL,11191.4,11483.92
30/04/2025 01:00 - 30/04/2025 01:15,BZN|NL,11048.48,11384.88
30/04/2025 01:15 - 30/04/2025 01:30,BZN|NL,10936.34,11276.43
